"RelativePath","FullPath","Name","Extension","Directory","SizeBytes","SizeKB","LastWrite"
".ai\DEVIN_IMPLEMENTATION_TODO.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\DEVIN_IMPLEMENTATION_TODO.md","DEVIN_IMPLEMENTATION_TODO.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","15727","15.36","03-09-2026 08:40:08"
".ai\enhancements\CODE_FIXES_SUMMARY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements\CODE_FIXES_SUMMARY.md","CODE_FIXES_SUMMARY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements","5046","4.93","30-08-2026 16:17:19"
".ai\enhancements\PRODUCTION_COMPLETION_PLAN.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements\PRODUCTION_COMPLETION_PLAN.md","PRODUCTION_COMPLETION_PLAN.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements","4173","4.08","30-08-2026 16:28:03"
".ai\enhancements\PRODUCTION_COMPLETION_REPORT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements\PRODUCTION_COMPLETION_REPORT.md","PRODUCTION_COMPLETION_REPORT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements","16823","16.43","04-09-2026 18:11:32"
".ai\enhancements\TIER_1_COMPLETION_REPORT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements\TIER_1_COMPLETION_REPORT.md","TIER_1_COMPLETION_REPORT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements","12368","12.08","30-08-2026 16:36:12"
".ai\enhancements\UI_UX_ENHANCEMENT_SUMMARY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements\UI_UX_ENHANCEMENT_SUMMARY.md","UI_UX_ENHANCEMENT_SUMMARY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\enhancements","11709","11.43","04-09-2026 18:11:32"
".ai\execution\PHASE_1_DATABASE_EXECUTION_LOG.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution\PHASE_1_DATABASE_EXECUTION_LOG.md","PHASE_1_DATABASE_EXECUTION_LOG.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution","10559","10.31","03-09-2026 08:40:08"
".ai\execution\PHASE_2_3_EXECUTION_GUIDE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution\PHASE_2_3_EXECUTION_GUIDE.md","PHASE_2_3_EXECUTION_GUIDE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution","11893","11.61","03-09-2026 08:40:08"
".ai\execution\PHASE_4_TEST_EXECUTION_STRATEGY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution\PHASE_4_TEST_EXECUTION_STRATEGY.md","PHASE_4_TEST_EXECUTION_STRATEGY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution","10935","10.68","03-09-2026 08:40:08"
".ai\execution\PHASE_5_SECURITY_HARDENING.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution\PHASE_5_SECURITY_HARDENING.md","PHASE_5_SECURITY_HARDENING.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\execution","12387","12.1","03-09-2026 08:40:08"
".ai\FINAL_INTEGRATION_REPORT_PHASES_2_6.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\FINAL_INTEGRATION_REPORT_PHASES_2_6.md","FINAL_INTEGRATION_REPORT_PHASES_2_6.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","12178","11.89","03-09-2026 08:53:58"
".ai\FINAL_LAUNCH_CERTIFICATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\FINAL_LAUNCH_CERTIFICATION.md","FINAL_LAUNCH_CERTIFICATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","16310","15.93","04-09-2026 18:11:31"
".ai\FINAL_PHASE_SUMMARY_AND_LAUNCH_AUTHORIZATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\FINAL_PHASE_SUMMARY_AND_LAUNCH_AUTHORIZATION.md","FINAL_PHASE_SUMMARY_AND_LAUNCH_AUTHORIZATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","5149","5.03","03-09-2026 08:58:43"
".ai\FINAL_PROJECT_SUMMARY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\FINAL_PROJECT_SUMMARY.md","FINAL_PROJECT_SUMMARY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","14478","14.14","04-09-2026 18:11:31"
".ai\FINAL_REPORT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\FINAL_REPORT.md","FINAL_REPORT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","11946","11.67","03-09-2026 12:52:16"
".ai\generators\master_generator.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\generators\master_generator.js","master_generator.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\generators","4883","4.77","03-09-2026 09:11:42"
".ai\handoffs\2026-09-03-production-verification-handoff.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\2026-09-03-production-verification-handoff.md","2026-09-03-production-verification-handoff.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","3813","3.72","03-09-2026 17:40:38"
".ai\handoffs\CLAUDE_AUDIT_HANDOFF_20260903.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\CLAUDE_AUDIT_HANDOFF_20260903.md","CLAUDE_AUDIT_HANDOFF_20260903.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","10162","9.92","03-09-2026 14:10:23"
".ai\handoffs\CLAUDE_CODE_DESIGN_ARCHITECTURE_INTEGRATION_REPORT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\CLAUDE_CODE_DESIGN_ARCHITECTURE_INTEGRATION_REPORT.md","CLAUDE_CODE_DESIGN_ARCHITECTURE_INTEGRATION_REPORT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","37945","37.06","03-09-2026 08:40:08"
".ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","CLAUDE_INITIAL_HANDOFF.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","15210","14.85","04-09-2026 18:11:32"
".ai\handoffs\CLAUDE_INTEGRATION_ACCEPTANCE_CHECKLIST.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\CLAUDE_INTEGRATION_ACCEPTANCE_CHECKLIST.md","CLAUDE_INTEGRATION_ACCEPTANCE_CHECKLIST.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","16458","16.07","04-09-2026 18:11:32"
".ai\handoffs\DATABASE_MIGRATION_BLOCKER.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\DATABASE_MIGRATION_BLOCKER.md","DATABASE_MIGRATION_BLOCKER.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","2974","2.9","30-08-2026 08:17:46"
".ai\handoffs\DATABASE_MIGRATION_EXECUTION_PLAN.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\DATABASE_MIGRATION_EXECUTION_PLAN.md","DATABASE_MIGRATION_EXECUTION_PLAN.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","16471","16.08","03-09-2026 08:40:08"
".ai\handoffs\DEVIN_FILE_INVENTORY_MAPPING.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\DEVIN_FILE_INVENTORY_MAPPING.md","DEVIN_FILE_INVENTORY_MAPPING.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","18337","17.91","03-09-2026 08:40:08"
".ai\handoffs\DEVIN_INTEGRATION_VALIDATION_REPORT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\DEVIN_INTEGRATION_VALIDATION_REPORT.md","DEVIN_INTEGRATION_VALIDATION_REPORT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","22133","21.61","03-09-2026 08:40:08"
".ai\handoffs\DEVIN_TO_CLAUDE_INTEGRATION_REPORT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\DEVIN_TO_CLAUDE_INTEGRATION_REPORT.md","DEVIN_TO_CLAUDE_INTEGRATION_REPORT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","26706","26.08","03-09-2026 08:40:08"
".ai\handoffs\DEVIN_WORK_PROTOCOL.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\DEVIN_WORK_PROTOCOL.md","DEVIN_WORK_PROTOCOL.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","4565","4.46","30-08-2026 18:20:13"
".ai\handoffs\DOCKER_COMPLETE_SOLUTION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\DOCKER_COMPLETE_SOLUTION.md","DOCKER_COMPLETE_SOLUTION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","13676","13.36","03-09-2026 18:22:06"
".ai\handoffs\EXECUTIVE_SUMMARY_2PORT_INTEGRATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\EXECUTIVE_SUMMARY_2PORT_INTEGRATION.md","EXECUTIVE_SUMMARY_2PORT_INTEGRATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","11037","10.78","03-09-2026 18:19:42"
".ai\handoffs\FINAL_LAUNCH_CERTIFICATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\FINAL_LAUNCH_CERTIFICATION.md","FINAL_LAUNCH_CERTIFICATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","18128","17.7","04-09-2026 18:11:32"
".ai\handoffs\GITHUB_PR_TEMPLATE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\GITHUB_PR_TEMPLATE.md","GITHUB_PR_TEMPLATE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","7903","7.72","03-09-2026 08:40:08"
".ai\handoffs\INFRASTRUCTURE_UNBLOCKING.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\INFRASTRUCTURE_UNBLOCKING.md","INFRASTRUCTURE_UNBLOCKING.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","11271","11.01","03-09-2026 18:07:30"
".ai\handoffs\PHASE_4_TO_PHASE_5_HANDOFF.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\PHASE_4_TO_PHASE_5_HANDOFF.md","PHASE_4_TO_PHASE_5_HANDOFF.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","7728","7.55","03-09-2026 09:14:22"
".ai\handoffs\TEAM_INTEGRATION_LOG.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\TEAM_INTEGRATION_LOG.md","TEAM_INTEGRATION_LOG.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","18737","18.3","04-09-2026 18:11:32"
".ai\handoffs\TWO_PORT_EXECUTION_GUIDE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\TWO_PORT_EXECUTION_GUIDE.md","TWO_PORT_EXECUTION_GUIDE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","11726","11.45","03-09-2026 18:19:02"
".ai\handoffs\WAVE1-COMPLETION-HANDOFF.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs\WAVE1-COMPLETION-HANDOFF.md","WAVE1-COMPLETION-HANDOFF.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\handoffs","7404","7.23","04-09-2026 14:44:00"
".ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","DEVIN_IMPLEMENTATION_BASELINE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\history","9608","9.38","04-09-2026 18:11:32"
".ai\history\IMPLEMENTATION_HISTORY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\history\IMPLEMENTATION_HISTORY.md","IMPLEMENTATION_HISTORY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\history","11529","11.26","04-09-2026 18:11:32"
".ai\IMPLEMENTATION_ACCELERATION_GUIDE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\IMPLEMENTATION_ACCELERATION_GUIDE.md","IMPLEMENTATION_ACCELERATION_GUIDE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","12989","12.68","03-09-2026 14:15:51"
".ai\INDEX.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\INDEX.md","INDEX.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","9501","9.28","03-09-2026 12:52:53"
".ai\INTEGRATION_AUDIT_PHASE_1_SUMMARY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\INTEGRATION_AUDIT_PHASE_1_SUMMARY.md","INTEGRATION_AUDIT_PHASE_1_SUMMARY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","5839","5.7","03-09-2026 08:43:05"
".ai\INTEGRATION_LEDGER.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\INTEGRATION_LEDGER.md","INTEGRATION_LEDGER.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","9798","9.57","03-09-2026 12:51:38"
".ai\LAUNCH_READINESS_DECLARATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\LAUNCH_READINESS_DECLARATION.md","LAUNCH_READINESS_DECLARATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","14308","13.97","04-09-2026 18:11:31"
".ai\LAUNCH_READINESS_DECLARATION_FINAL.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\LAUNCH_READINESS_DECLARATION_FINAL.md","LAUNCH_READINESS_DECLARATION_FINAL.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","11084","10.82","03-09-2026 09:05:37"
".ai\MASTER_GAP_MATRIX.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\MASTER_GAP_MATRIX.md","MASTER_GAP_MATRIX.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai","28095","27.44","03-09-2026 14:06:56"
".ai\migration\AI-RESOURCE-IDENTIFICATION-FRAMEWORK.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\AI-RESOURCE-IDENTIFICATION-FRAMEWORK.md","AI-RESOURCE-IDENTIFICATION-FRAMEWORK.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","19296","18.84","04-09-2026 15:26:22"
".ai\migration\CLAUDE-AI-ADVANCED-FEATURES-FRAMEWORK.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\CLAUDE-AI-ADVANCED-FEATURES-FRAMEWORK.md","CLAUDE-AI-ADVANCED-FEATURES-FRAMEWORK.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","27261","26.62","04-09-2026 15:06:42"
".ai\migration\COMPLETE-CONTINGENCY-FRAMEWORK.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\COMPLETE-CONTINGENCY-FRAMEWORK.md","COMPLETE-CONTINGENCY-FRAMEWORK.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","21214","20.72","04-09-2026 15:18:33"
".ai\migration\COMPLETE-LEADERSHIP-DECISION-PACKAGE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\COMPLETE-LEADERSHIP-DECISION-PACKAGE.md","COMPLETE-LEADERSHIP-DECISION-PACKAGE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","21868","21.36","04-09-2026 15:19:45"
".ai\migration\COMPLETE-PRE-DEPLOYMENT-VALIDATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\COMPLETE-PRE-DEPLOYMENT-VALIDATION.md","COMPLETE-PRE-DEPLOYMENT-VALIDATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","23208","22.66","04-09-2026 15:17:21"
".ai\migration\COMPLETE-RESOURCE-ONBOARDING.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\COMPLETE-RESOURCE-ONBOARDING.md","COMPLETE-RESOURCE-ONBOARDING.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","27482","26.84","04-09-2026 15:16:21"
".ai\migration\COMPLIANCE_READINESS_CHECKLIST.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\COMPLIANCE_READINESS_CHECKLIST.md","COMPLIANCE_READINESS_CHECKLIST.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","19068","18.62","04-09-2026 14:07:36"
".ai\migration\COMPREHENSIVE-INFRASTRUCTURE-AUDIT.py","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\COMPREHENSIVE-INFRASTRUCTURE-AUDIT.py","COMPREHENSIVE-INFRASTRUCTURE-AUDIT.py",".py","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","16740","16.35","04-09-2026 15:31:06"
".ai\migration\CORRECTED-AUDIT-METRICS.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\CORRECTED-AUDIT-METRICS.md","CORRECTED-AUDIT-METRICS.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","10279","10.04","04-09-2026 15:37:11"
".ai\migration\CRITICAL_PATH_TODO.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\CRITICAL_PATH_TODO.md","CRITICAL_PATH_TODO.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","28718","28.04","04-09-2026 14:15:33"
".ai\migration\DAILY-SPRINT-GUIDES.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\DAILY-SPRINT-GUIDES.md","DAILY-SPRINT-GUIDES.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","14548","14.21","04-09-2026 14:56:14"
".ai\migration\DEVELOPER1-ASSIGNMENT-WAVE2-ARCHITECTURE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\DEVELOPER1-ASSIGNMENT-WAVE2-ARCHITECTURE.md","DEVELOPER1-ASSIGNMENT-WAVE2-ARCHITECTURE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","11185","10.92","04-09-2026 14:54:23"
".ai\migration\DEVELOPER2-ASSIGNMENT-WAVE1-VALIDATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\DEVELOPER2-ASSIGNMENT-WAVE1-VALIDATION.md","DEVELOPER2-ASSIGNMENT-WAVE1-VALIDATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","15549","15.18","04-09-2026 14:55:20"
".ai\migration\EBDESIGN-PROJECT-REPORT.html","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\EBDESIGN-PROJECT-REPORT.html","EBDESIGN-PROJECT-REPORT.html",".html","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","47396","46.29","04-09-2026 15:33:13"
".ai\migration\EVIDENCE-BASED-PRODUCTION-AUDIT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\EVIDENCE-BASED-PRODUCTION-AUDIT.md","EVIDENCE-BASED-PRODUCTION-AUDIT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","17500","17.09","04-09-2026 15:43:11"
".ai\migration\EXECUTIVE_SUMMARY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\EXECUTIVE_SUMMARY.md","EXECUTIVE_SUMMARY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","13799","13.48","04-09-2026 14:09:01"
".ai\migration\FINAL-COMPREHENSIVE-AUDIT-REPORT.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\FINAL-COMPREHENSIVE-AUDIT-REPORT.md","FINAL-COMPREHENSIVE-AUDIT-REPORT.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","15168","14.81","04-09-2026 16:24:01"
".ai\migration\FINAL-DECISION-SUPPORT-SYSTEM.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\FINAL-DECISION-SUPPORT-SYSTEM.md","FINAL-DECISION-SUPPORT-SYSTEM.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","18375","17.94","04-09-2026 15:27:21"
".ai\migration\FINAL-DEEP-AUDIT-CONFIRMATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\FINAL-DEEP-AUDIT-CONFIRMATION.md","FINAL-DEEP-AUDIT-CONFIRMATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","10658","10.41","04-09-2026 16:55:31"
".ai\migration\FINAL-PROJECT-STATUS-AND-RECOMMENDATION.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\FINAL-PROJECT-STATUS-AND-RECOMMENDATION.md","FINAL-PROJECT-STATUS-AND-RECOMMENDATION.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","17452","17.04","04-09-2026 15:20:45"
".ai\migration\GLOBAL-INTEGRATION-AUDIT-PHASE1.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\GLOBAL-INTEGRATION-AUDIT-PHASE1.md","GLOBAL-INTEGRATION-AUDIT-PHASE1.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","11344","11.08","04-09-2026 15:56:12"
".ai\migration\infrastructure-audit-report.json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\infrastructure-audit-report.json","infrastructure-audit-report.json",".json","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","2537","2.48","04-09-2026 15:31:17"
".ai\migration\INTEGRATION_STATUS_DASHBOARD.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\INTEGRATION_STATUS_DASHBOARD.md","INTEGRATION_STATUS_DASHBOARD.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","14167","13.83","04-09-2026 14:06:39"
".ai\migration\INTEGRATION-STATUS-COMPLETE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\INTEGRATION-STATUS-COMPLETE.md","INTEGRATION-STATUS-COMPLETE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","6790","6.63","04-09-2026 16:30:14"
".ai\migration\MASTER_COMPLETION_TRACKER.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\MASTER_COMPLETION_TRACKER.md","MASTER_COMPLETION_TRACKER.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","13128","12.82","04-09-2026 14:36:18"
".ai\migration\MIGRATION_FRAMEWORK.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\MIGRATION_FRAMEWORK.md","MIGRATION_FRAMEWORK.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","19920","19.45","04-09-2026 14:04:25"
".ai\migration\npm-10-12-AUDIT-FINDINGS.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\npm-10-12-AUDIT-FINDINGS.md","npm-10-12-AUDIT-FINDINGS.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","12784","12.48","04-09-2026 16:16:18"
".ai\migration\PHASE_EXECUTION_GUIDE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\PHASE_EXECUTION_GUIDE.md","PHASE_EXECUTION_GUIDE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","20374","19.9","04-09-2026 14:12:19"
".ai\migration\PHASE1-COMPLETION-LEDGER.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\PHASE1-COMPLETION-LEDGER.md","PHASE1-COMPLETION-LEDGER.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","8507","8.31","04-09-2026 15:51:01"
".ai\migration\PHASE-6-EXECUTION-PLAN.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\PHASE-6-EXECUTION-PLAN.md","PHASE-6-EXECUTION-PLAN.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","5769","5.63","04-09-2026 16:28:27"
".ai\migration\PROGRESS-TRACKING-TEMPLATE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\PROGRESS-TRACKING-TEMPLATE.md","PROGRESS-TRACKING-TEMPLATE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","13357","13.04","04-09-2026 14:56:58"
".ai\migration\PROJECT-PRODUCTION-READINESS-STATUS.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\PROJECT-PRODUCTION-READINESS-STATUS.md","PROJECT-PRODUCTION-READINESS-STATUS.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","47102","46","04-09-2026 15:03:34"
".ai\migration\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","12654","12.36","04-09-2026 14:08:17"
".ai\migration\SOFTWARE-VERSION-INVENTORY.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\SOFTWARE-VERSION-INVENTORY.md","SOFTWARE-VERSION-INVENTORY.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","11277","11.01","04-09-2026 16:15:07"
".ai\migration\STARTUP_GUIDE.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\STARTUP_GUIDE.md","STARTUP_GUIDE.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","5240","5.12","04-09-2026 14:19:43"
".ai\migration\VERSION-COMPATIBILITY-MATRIX.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration\VERSION-COMPATIBILITY-MATRIX.md","VERSION-COMPATIBILITY-MATRIX.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.ai\migration","5982","5.84","04-09-2026 16:15:33"
