"File","Type","Severity","Evidence","Lines","SizeBytes"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\websocket\socketServer.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","340","8232"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\Accessibility\AccessibilityProvider.jsx","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","137","4917"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\ArVr\ExperienceViewer.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","208","8617"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\common\DataPrimitives.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","340","13347"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\ConversationalAI\ChatInterface.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","230","8495"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\forms\FormBuilderPanel.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","183","9051"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\forms\FormPreviewPanel.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","79","3494"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\GIIntelligence\GIProductCard.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","163","6776"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\Header.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","587","26191"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\KnowledgeGraph\KnowledgeExplorer.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","189","7217"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\LaboratoryERP\SampleRegistration.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","360","12564"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\Marketplace\GSTCalculator.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","185","6957"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\Marketplace\ProductReview.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","230","8507"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\Multilingual\MultilingualProvider.jsx","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","146","4601"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\OrganicTraceability\OrganicFarmRegistration.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","234","8168"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\OrganicTraceability\QRCodeScanner.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","189","8141"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\PredictiveAnalytics\DemandForecast.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","170","7351"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\ui\input.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","19","694"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\ui\select.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","87","3559"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\components\ui\textarea.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","18","618"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\modules\M011\M011Page.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","84","2976"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\B2BMarketplace.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","511","22019"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\CheckoutPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","255","11018"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\ClimateAdvisoryPage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","166","8948"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\CompliancePage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","103","4817"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\CorporateBuyerPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","358","16123"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\CorridorEconomicsPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","109","5024"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\DairyManagementPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","290","16372"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\DiscoverPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","188","8544"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\DynamicPricingPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","227","9408"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\economic\EconomicDashboard.jsx","PLACEHOLDER;THIN_IMPLEMENTATION","HIGH","PLACEHOLDER | THIN_IMPLEMENTATION","11","282"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\FarmAdvisorPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","255","11880"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\FarmCostingPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","212","12101"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\FarmerFieldPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","336","15024"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\FarmerSellPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","302","11421"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\FertilizerInventoryPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","264","15403"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\FormManagementPage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","307","11154"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\LandRegistryPage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","282","14715"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\LoginPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","137","5486"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\LogisticsProviderPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","454","20638"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\MarketplacePage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","300","12147"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\ModuleHubPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","198","10498"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\PreOrderPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","275","11618"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\PriceBuildPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","280","12170"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\PriceCheckPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","211","9473"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\RegisterPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","214","8338"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\SeedVaultPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","467","21006"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\ShgManagementPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","241","13582"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\SowingManagementPage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","296","15129"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\SubsidyManagementPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","363","18872"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\TractorManagementPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","338","19212"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\VillageRegistryPage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","209","11971"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\WalletPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","212","8509"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\WhatGrowPage.jsx","PLACEHOLDER","HIGH","PLACEHOLDER","287","13742"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\pages\YieldManagementPage.jsx","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","204","9951"
".claude\worktrees\confident-satoshi-a53ac8\frontend\src\services\offlineQueue.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","137","3497"
".claude\worktrees\confident-satoshi-a53ac8\tools\build-status-page.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","378","17330"
".claude\worktrees\confident-satoshi-a53ac8\tools\find-hidden-modules.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","284","11923"
".claude\worktrees\confident-satoshi-a53ac8\tools\wireframe-boundaries.js","TODO;FIXME;NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT;EMPTY_BLOCK","HIGH","TODO | FIXME | NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT | EMPTY_BLOCK","370","19552"
".claude\worktrees\enterprise-audit\backend\scripts\analyzeWiring.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","32","1633"
".claude\worktrees\enterprise-audit\backend\scripts\generate-openapi.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","145","5874"
".claude\worktrees\enterprise-audit\backend\src\cache\redis.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","270","6175"
".claude\worktrees\enterprise-audit\backend\src\core\ai\aiOrchestratorCore.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","358","12997"
".claude\worktrees\enterprise-audit\backend\src\core\businessCell.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","330","17320"
".claude\worktrees\enterprise-audit\backend\src\core\claudeAICoordinator.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","393","12351"
".claude\worktrees\enterprise-audit\backend\src\core\decisionEngine.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","360","14909"
".claude\worktrees\enterprise-audit\backend\src\core\erpAgents.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","1103","47402"
".claude\worktrees\enterprise-audit\backend\src\core\moduleRegistry.js","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT;EMPTY_BLOCK","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT | EMPTY_BLOCK","476","14904"
".claude\worktrees\enterprise-audit\backend\src\core\nervousSystem.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","1033","31925"
".claude\worktrees\enterprise-audit\backend\src\core\outcomeSink.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","198","7460"
".claude\worktrees\enterprise-audit\backend\src\core\signalBus.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","240","8397"
".claude\worktrees\enterprise-audit\backend\src\database\advanced_pool.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","501","13927"
".claude\worktrees\enterprise-audit\backend\src\database\cache\redis_cache.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","482","11542"
".claude\worktrees\enterprise-audit\backend\src\database\connection.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","223","6665"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\016_advanced_ponds_iot.sql","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","221","9941"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\035_multilingual_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","317","14210"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","336","14690"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\060_experience_layer_dxp.sql","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","426","19771"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\067_poultry_management_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","93","4187"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\068_goat_farming_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","96","4230"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\069_sheep_farming_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","101","4390"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\070_pig_farming_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","96","4193"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\3106_fpo_member_shares_schema.sql","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT","104","6582"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\9997_geofencing.sql","PLACEHOLDER","HIGH","PLACEHOLDER","70","4315"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\9999_erp_foundation_seed.sql","PLACEHOLDER","HIGH","PLACEHOLDER","127","7293"
".claude\worktrees\enterprise-audit\backend\src\database\migrations\enhanced_migrate.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","560","17419"
".claude\worktrees\enterprise-audit\backend\src\database\monitoring\database_monitor.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","750","20895"
".claude\worktrees\enterprise-audit\backend\src\database\multilingual_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","309","13408"
".claude\worktrees\enterprise-audit\backend\src\database\nutrition_intelligence_schema.sql","PLACEHOLDER","HIGH","PLACEHOLDER","312","12889"
".claude\worktrees\enterprise-audit\backend\src\database\optimization\query_optimizer.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","621","17360"
".claude\worktrees\enterprise-audit\backend\src\database\pool.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","2322","101066"
".claude\worktrees\enterprise-audit\backend\src\database\security\database_security.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","725","20617"
".claude\worktrees\enterprise-audit\backend\src\database\seed.js","PLACEHOLDER","HIGH","PLACEHOLDER","82","2715"
".claude\worktrees\enterprise-audit\backend\src\database\transactions\transaction_manager.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","625","17545"
".claude\worktrees\enterprise-audit\backend\src\index.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","1332","74169"
".claude\worktrees\enterprise-audit\backend\src\middleware\compliance.js","NOT_IMPLEMENTED;NOT_IMPLEMENTED_TEXT;EMPTY_BLOCK","HIGH","NOT_IMPLEMENTED | NOT_IMPLEMENTED_TEXT | EMPTY_BLOCK","279","8156"
".claude\worktrees\enterprise-audit\backend\src\middleware\dual-use\mfaMiddleware.js","PLACEHOLDER;CONSTANT_RETURN","HIGH","PLACEHOLDER | CONSTANT_RETURN","155","3731"
".claude\worktrees\enterprise-audit\backend\src\middleware\errorHandler.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","681","19119"
".claude\worktrees\enterprise-audit\backend\src\middleware\rateLimit.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","430","11362"
".claude\worktrees\enterprise-audit\backend\src\middleware\requestId.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","251","6505"
".claude\worktrees\enterprise-audit\backend\src\middleware\requestLogger.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","409","10461"
".claude\worktrees\enterprise-audit\backend\src\middleware\validation.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","699","19516"
".claude\worktrees\enterprise-audit\backend\src\modules\M002\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","281","7975"
".claude\worktrees\enterprise-audit\backend\src\modules\M003\service.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","333","8928"
".claude\worktrees\enterprise-audit\backend\src\modules\M007\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","99"
".claude\worktrees\enterprise-audit\backend\src\modules\M008\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","99"
".claude\worktrees\enterprise-audit\backend\src\modules\M009\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","96"
".claude\worktrees\enterprise-audit\backend\src\modules\M010\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","96"
".claude\worktrees\enterprise-audit\backend\src\modules\M010\service.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","475","15539"
".claude\worktrees\enterprise-audit\backend\src\modules\M011\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","91"
".claude\worktrees\enterprise-audit\backend\src\modules\M011\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","322","10213"
".claude\worktrees\enterprise-audit\backend\src\modules\M013\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","447","15992"
".claude\worktrees\enterprise-audit\backend\src\modules\M014\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","91"
".claude\worktrees\enterprise-audit\backend\src\modules\M014\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","450","13990"
".claude\worktrees\enterprise-audit\backend\src\modules\M016\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","90"
".claude\worktrees\enterprise-audit\backend\src\modules\M018\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","92"
".claude\worktrees\enterprise-audit\backend\src\modules\M019\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","94"
".claude\worktrees\enterprise-audit\backend\src\modules\M020\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","94"
".claude\worktrees\enterprise-audit\backend\src\modules\M020\service.js","PLACEHOLDER;EMPTY_BLOCK","HIGH","PLACEHOLDER | EMPTY_BLOCK","442","13220"
".claude\worktrees\enterprise-audit\backend\src\modules\M022\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","715","21508"
".claude\worktrees\enterprise-audit\backend\src\modules\M023\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","867","27036"
".claude\worktrees\enterprise-audit\backend\src\modules\M024\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","327","10961"
".claude\worktrees\enterprise-audit\backend\src\modules\M025\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","237","7835"
".claude\worktrees\enterprise-audit\backend\src\modules\M031\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","329","9933"
".claude\worktrees\enterprise-audit\backend\src\modules\M046\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","90"
".claude\worktrees\enterprise-audit\backend\src\modules\M052\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","451","12973"
".claude\worktrees\enterprise-audit\backend\src\modules\M053\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","411","11649"
".claude\worktrees\enterprise-audit\backend\src\modules\M074\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","96"
".claude\worktrees\enterprise-audit\backend\src\modules\M075\model.sql","PLACEHOLDER;VERY_SMALL_FILE","HIGH","PLACEHOLDER | VERY_SMALL_FILE","3","97"
".claude\worktrees\enterprise-audit\backend\src\modules\M076\service.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","419","13142"
".claude\worktrees\enterprise-audit\backend\src\modules\M077\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","435","14237"
".claude\worktrees\enterprise-audit\backend\src\modules\M078\service.js","CONSTANT_RETURN","HIGH","CONSTANT_RETURN","406","13133"
".claude\worktrees\enterprise-audit\backend\src\modules\M079\service.js","PLACEHOLDER;IMPLEMENTATION_ERROR_STUB;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | IMPLEMENTATION_ERROR_STUB | CONSTANT_RETURN | EMPTY_BLOCK","495","15605"
".claude\worktrees\enterprise-audit\backend\src\modules\M080\service.js","PLACEHOLDER;CONSTANT_RETURN;EMPTY_BLOCK","HIGH","PLACEHOLDER | CONSTANT_RETURN | EMPTY_BLOCK","543","16494"
".claude\worktrees\enterprise-audit\backend\src\modules\M081\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","671","18357"
".claude\worktrees\enterprise-audit\backend\src\modules\M082\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","770","20988"
".claude\worktrees\enterprise-audit\backend\src\modules\M083\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","727","21773"
".claude\worktrees\enterprise-audit\backend\src\modules\M084\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","606","17963"
".claude\worktrees\enterprise-audit\backend\src\modules\M085\service.js","CONSTANT_RETURN;EMPTY_BLOCK","HIGH","CONSTANT_RETURN | EMPTY_BLOCK","457","12446"
