"File","Integration","EvidenceType"
".claude\worktrees\musing-bartik-79ce5a\backend\docker-compose.yml","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\CLAUDE.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\DOCUMENTATION\Solution_Architecture.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\DOCUMENTATION\Volume_1_Platform_Architecture.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\EVGA_PHASE13_REVERIFIED_2026-08-03.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\frontend\package-lock.json","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\MODULE_DESIGN_SPECIFICATION_FINANCIAL_OS.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\README.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\REVENUE_OPERATING_SYSTEM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_API_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\musing-bartik-79ce5a\TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.claude\agents\infra-auditor.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.claude\audits\AUDIT_DB.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.claude\audits\AUDIT_INFRA.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.claude\audits\AUDIT_PERF.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.claude\audits\FIXES.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.claude\CLAUDE.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.devin\environment.yaml","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.github\copilot-instructions.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.github\workflows\ci.yml","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\afrera\afrera-infrastructure\README.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_ARCHITECTURE_COMPILATION_SUMMARY.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_DEVELOPMENT_INFRASTRUCTURE_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_DEVELOPMENT_STACK_SETUP.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_INTEGRATED_PLATFORM_ARCHITECTURE.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ARCHITECTURE_ENHANCEMENT_PLAN.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\.github\workflows\ci-cd.yml","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\docker-compose.yml","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\CLAUDE.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Solution_Architecture.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_1_Platform_Architecture.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\EVGA_PHASE13_REVERIFIED_2026-08-03.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\frontend\package-lock.json","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MODULE_DESIGN_SPECIFICATION_FINANCIAL_OS.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\README.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\REVENUE_OPERATING_SYSTEM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_API_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","Docker","TEXT_REFERENCE"
".devin\config.local.json","Docker","TEXT_REFERENCE"
".devin\environment.yaml","Docker","TEXT_REFERENCE"
".github\copilot-instructions.md","Docker","TEXT_REFERENCE"
".github\workflows\ci.yml","Docker","TEXT_REFERENCE"
"ACTUAL_RESOLUTION_STATUS.md","Docker","TEXT_REFERENCE"
"ARCHITECTURAL_DECISION_RECORD.md","Docker","TEXT_REFERENCE"
"AUDIT_EXECUTIVE_SUMMARY.md","Docker","TEXT_REFERENCE"
"backend\.github\workflows\ci-cd.yml","Docker","TEXT_REFERENCE"
"backend\docker-compose.yml","Docker","TEXT_REFERENCE"
"CLAUDE.md","Docker","TEXT_REFERENCE"
"COMPREHENSIVE_PLATFORM_AUDIT.md","Docker","TEXT_REFERENCE"
"COMPREHENSIVE_RESOLUTION_PLAN.md","Docker","TEXT_REFERENCE"
"CURRENT_STATE_100_PERCENT_ASSESSMENT.md","Docker","TEXT_REFERENCE"
"deepak%20final.md","Docker","TEXT_REFERENCE"
"DOCKER_COMPLETE_SOLUTION.md","Docker","TEXT_REFERENCE"
"DOCKER_SOLUTION_QUICK_REFERENCE.md","Docker","TEXT_REFERENCE"
"docker-compose.database.yml","Docker","TEXT_REFERENCE"
"docker-compose.full.yml","Docker","TEXT_REFERENCE"
"docker-compose.yml","Docker","TEXT_REFERENCE"
"DOCUMENTATION\Solution_Architecture.md","Docker","TEXT_REFERENCE"
"DOCUMENTATION\Volume_1_Platform_Architecture.md","Docker","TEXT_REFERENCE"
"DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Docker","TEXT_REFERENCE"
"DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","Docker","TEXT_REFERENCE"
"ENHANCEMENTS.md","Docker","TEXT_REFERENCE"
"FINAL_ENGINEERING_REPORT.md","Docker","TEXT_REFERENCE"
"FINAL_ENTERPRISE_CONCEPT_AUDIT_REPORT.md","Docker","TEXT_REFERENCE"
"FINAL_STATUS_AND_ACTION_ITEMS.md","Docker","TEXT_REFERENCE"
"frontend\package-lock.json","Docker","TEXT_REFERENCE"
"IMMEDIATE_NEXT_STEPS.md","Docker","TEXT_REFERENCE"
"INFRASTRUCTURE_REQUIREMENTS_ANALYSIS.md","Docker","TEXT_REFERENCE"
"INFRASTRUCTURE_SETUP.md","Docker","TEXT_REFERENCE"
"MOBILE_TESTING_LINTING_GATES_COMPLETE_GUIDE.md","Docker","TEXT_REFERENCE"
"PHASE_1_EXECUTION_STATUS.md","Docker","TEXT_REFERENCE"
"PHASE_2_3_FINAL_STATUS.md","Docker","TEXT_REFERENCE"
"PLATFORM_COMPLETE_12PHASES.md","Docker","TEXT_REFERENCE"
"PRODUCTION_HARDENING_STATUS_REPORT.md","Docker","TEXT_REFERENCE"
"PRODUCTION_READINESS_CERTIFICATION.md","Docker","TEXT_REFERENCE"
"README.md","Docker","TEXT_REFERENCE"
"README_AUDIT_INDEX.md","Docker","TEXT_REFERENCE"
"TRUTHPACK.json","Docker","TEXT_REFERENCE"
"TRUTHPACK_BASELINE.md","Docker","TEXT_REFERENCE"
"ULTRA_COMPREHENSIVE_AUDIT_CONSOLIDATED.md","Docker","TEXT_REFERENCE"
".ai\architecture\BACKEND_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
".ai\architecture\COMPREHENSIVE_REMEDIATION_PLAN.md","Elasticsearch","TEXT_REFERENCE"
".ai\architecture\DATABASE_CURRENT_STATE.md","Elasticsearch","TEXT_REFERENCE"
".ai\architecture\PROJECT_ANALYSIS_SUMMARY.md","Elasticsearch","TEXT_REFERENCE"
".ai\architecture\PROJECT_SHORTCOMINGS_ANALYSIS.md","Elasticsearch","TEXT_REFERENCE"
".ai\audit\DOCUMENTATION_CONCEPT_EXTRACTION.md","Elasticsearch","TEXT_REFERENCE"
".ai\audit\MASTER_AUDIT_EXECUTIVE_REPORT.md","Elasticsearch","TEXT_REFERENCE"
".ai\audit\MASTER_PRODUCTION_READINESS_GAP.md","Elasticsearch","TEXT_REFERENCE"
".ai\audits\PRODUCTION_HARDENING_GAPS.md","Elasticsearch","TEXT_REFERENCE"
".ai\CLAUDE_ENHANCEMENT_FRAMEWORK.md","Elasticsearch","TEXT_REFERENCE"
".ai\FINAL_LAUNCH_CERTIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","Elasticsearch","TEXT_REFERENCE"
".ai\handoffs\DATABASE_MIGRATION_EXECUTION_PLAN.md","Elasticsearch","TEXT_REFERENCE"
".ai\handoffs\DEVIN_FILE_INVENTORY_MAPPING.md","Elasticsearch","TEXT_REFERENCE"
".ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","Elasticsearch","TEXT_REFERENCE"
".ai\INTEGRATION_LEDGER.md","Elasticsearch","TEXT_REFERENCE"
".ai\MASTER_GAP_MATRIX.md","Elasticsearch","TEXT_REFERENCE"
".ai\migration\COMPLIANCE_READINESS_CHECKLIST.md","Elasticsearch","TEXT_REFERENCE"
".ai\migration\SOFTWARE-VERSION-INVENTORY.md","Elasticsearch","TEXT_REFERENCE"
".ai\migration\WORK_PRODUCTS_INVENTORY.md","Elasticsearch","TEXT_REFERENCE"
".ai\PHASE2_CRITICAL_PATH.md","Elasticsearch","TEXT_REFERENCE"
".ai\PROJECT_CONTEXT.md","Elasticsearch","TEXT_REFERENCE"
".ai\requirements\MASTER_REQUIREMENTS.md","Elasticsearch","TEXT_REFERENCE"
".ai\tasks\DEPENDENCY_MIGRATION_MATRIX.md","Elasticsearch","TEXT_REFERENCE"
".claude\audits\AUDIT_INFRA.md","Elasticsearch","TEXT_REFERENCE"
".claude\audits\AUDIT_PERF.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_INTEGRATED_PLATFORM_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION_ENHANCED.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_VETERINARY_INTELLIGENCE_PLATFORM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\ARCHITECTURE_ENHANCEMENT_PLAN.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\docker-compose.yml","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\package.json","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\package-lock.json","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\docs\COMPREHENSIVE_MODULE_ENHANCEMENT_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Solution_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_1_Platform_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_11_AI_Engineering_Digital_Twin_Platform.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_4_Database_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\EVGA_PHASE1_Repository_Inventory.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\EVGA_PHASE4_Evidence_Based_Verification.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\MODULE_DESIGN_SPECIFICATION_FINANCIAL_OS.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\PUBLIC_DATA_INTELLIGENCE_PLATFORM_ENHANCEMENT_PROMPT.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\PUBLIC_DATA_INTELLIGENCE_PLATFORM_INDEX.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\README.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\REOS_ARCHITECTURE_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\REVENUE_OPERATING_SYSTEM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_PLATFORM_INDEX.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\architecture\BACKEND_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\architecture\DATABASE_CURRENT_STATE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\PROJECT_CONTEXT.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\requirements\MASTER_REQUIREMENTS.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.claude\audits\AUDIT_INFRA.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.claude\audits\AUDIT_PERF.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\docker-compose.yml","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\package.json","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\package-lock.json","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\src\middleware\requestLogger.js","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\CLAUDE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\docs\COMPREHENSIVE_MODULE_ENHANCEMENT_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Solution_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_1_Platform_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_11_AI_Engineering_Digital_Twin_Platform.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_4_Database_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\FORENSIC_DISCOVERY_REPORT.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\README.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\architecture\BACKEND_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\architecture\DATABASE_CURRENT_STATE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\PROJECT_CONTEXT.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\requirements\MASTER_REQUIREMENTS.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.claude\audits\AUDIT_INFRA.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.claude\audits\AUDIT_PERF.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\docker-compose.yml","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\package.json","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\package-lock.json","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\requestLogger.js","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\CLAUDE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\COMPREHENSIVE_MODULE_ENHANCEMENT_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Solution_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_1_Platform_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_11_AI_Engineering_Digital_Twin_Platform.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_4_Database_Architecture.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\FORENSIC_DISCOVERY_REPORT.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\README.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\jolly-feynman-9d174f\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\jolly-feynman-9d174f\AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\jolly-feynman-9d174f\AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\jolly-feynman-9d174f\AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\jolly-feynman-9d174f\AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","Elasticsearch","TEXT_REFERENCE"
".claude\worktrees\jolly-feynman-9d174f\AFRERA_INTEGRATED_PLATFORM_ARCHITECTURE.md","Elasticsearch","TEXT_REFERENCE"
