feature,source,original_path,proposed_merge_lab_path,result
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/CRITICAL_TESTING_CORRECTION_REWRITE_REPORT.md,_MERGE_LAB/features/ai-chat-copilot/claude__0127e8b59bed__critical-testing-correction-rewrite-report.md,skip-already-copied
support-critical-testing-correction-rewrite-report,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/CRITICAL_TESTING_CORRECTION_REWRITE_REPORT.md,_MERGE_LAB/features/support-critical-testing-correction-rewrite-report/backup__0127e8b59bed__critical-testing-correction-rewrite-report.md,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/.ai/architecture/CRITICAL_TESTING_CORRECTION_REWRITE_REPORT.md,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__0127e8b59bed__critical-testing-correction-rewrite-report.md,skip-already-copied
support-critical-testing-correction-rewrite-report,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/.ai/architecture/CRITICAL_TESTING_CORRECTION_REWRITE_REPORT.md,_MERGE_LAB/features/support-critical-testing-correction-rewrite-report/old-new-folder__0127e8b59bed__critical-testing-correction-rewrite-report.md,skip-already-copied
support-current-implementation,codex-or-ai-workspace,.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/support-current-implementation/codex-or-ai-workspace__43dda9d142fc__current-implementation.md,skip-already-copied
docs-current-implementation,claude,.claude/worktrees/eloquent-galileo-bc5c5f/.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/docs-current-implementation/claude__6550d19cdf91__current-implementation.md,skip-already-copied
support-current-implementation,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/support-current-implementation/claude__6550d19cdf91__current-implementation.md,skip-already-copied
docs-current-implementation,claude,.claude/worktrees/gracious-cerf-f4774a/.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/docs-current-implementation/claude__6550d19cdf91__current-implementation.md,skip-already-copied
support-current-implementation,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/support-current-implementation/claude__6550d19cdf91__current-implementation.md,skip-already-copied
docs-current-implementation,claude,.claude/worktrees/infallible-keller-4bb4ef/.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/docs-current-implementation/claude__6550d19cdf91__current-implementation.md,skip-already-copied
support-current-implementation,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/support-current-implementation/claude__6550d19cdf91__current-implementation.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/ai-chat-copilot/claude__6550d19cdf91__current-implementation.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/ai-chat-copilot/claude__6550d19cdf91__current-implementation.md,skip-already-copied
support-current-implementation,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/support-current-implementation/backup__6550d19cdf91__current-implementation.md,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__6550d19cdf91__current-implementation.md,skip-already-copied
docs-current-implementation,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/docs-current-implementation/old-new-folder__6550d19cdf91__current-implementation.md,skip-already-copied
docs-current-implementation,old-new-folder,New folder/claude_reorg_backup_20262808/.ai/architecture/CURRENT_IMPLEMENTATION.md,_MERGE_LAB/features/docs-current-implementation/old-new-folder__881a6991d9cd__current-implementation.md,skip-already-copied
database-model,codex-or-ai-workspace,.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/codex-or-ai-workspace__5688ca92f2a0__database-current-state.md,skip-already-copied
database-model,claude,.claude/worktrees/eloquent-galileo-bc5c5f/.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/claude__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/claude__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,claude,.claude/worktrees/gracious-cerf-f4774a/.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/claude__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/claude__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,claude,.claude/worktrees/infallible-keller-4bb4ef/.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/claude__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/claude__b49a4d91caae__database-current-state.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/ai-chat-copilot/claude__b49a4d91caae__database-current-state.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/ai-chat-copilot/claude__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/backup__b49a4d91caae__database-current-state.md,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/old-new-folder__b49a4d91caae__database-current-state.md,skip-already-copied
database-model,old-new-folder,New folder/claude_reorg_backup_20262808/.ai/architecture/DATABASE_CURRENT_STATE.md,_MERGE_LAB/features/database-model/old-new-folder__95bfe8c1a319__database-current-state.md,skip-already-copied
support-file-separation-completion-report,codex-or-ai-workspace,.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/codex-or-ai-workspace__bc69b671a8a9__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,claude,.claude/worktrees/eloquent-galileo-bc5c5f/.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,claude,.claude/worktrees/gracious-cerf-f4774a/.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,claude,.claude/worktrees/infallible-keller-4bb4ef/.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/ai-chat-copilot/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/ai-chat-copilot/claude__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/backup__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/old-new-folder__c8af90ab7f56__file-separation-completion-report.md,skip-already-copied
support-file-separation-completion-report,old-new-folder,New folder/claude_reorg_backup_20262808/.ai/architecture/FILE_SEPARATION_COMPLETION_REPORT.md,_MERGE_LAB/features/support-file-separation-completion-report/old-new-folder__5b1a1cb2c75d__file-separation-completion-report.md,skip-already-copied
support-file-separation-strategy,codex-or-ai-workspace,.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/support-file-separation-strategy/codex-or-ai-workspace__8b8e575d7c9f__file-separation-strategy.md,skip-already-copied
docs-file-separation-strategy,claude,.claude/worktrees/eloquent-galileo-bc5c5f/.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/docs-file-separation-strategy/claude__43421955badb__file-separation-strategy.md,skip-already-copied
support-file-separation-strategy,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/support-file-separation-strategy/claude__43421955badb__file-separation-strategy.md,skip-already-copied
docs-file-separation-strategy,claude,.claude/worktrees/gracious-cerf-f4774a/.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/docs-file-separation-strategy/claude__43421955badb__file-separation-strategy.md,skip-already-copied
support-file-separation-strategy,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/support-file-separation-strategy/claude__43421955badb__file-separation-strategy.md,skip-already-copied
docs-file-separation-strategy,claude,.claude/worktrees/infallible-keller-4bb4ef/.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/docs-file-separation-strategy/claude__43421955badb__file-separation-strategy.md,skip-already-copied
support-file-separation-strategy,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/support-file-separation-strategy/claude__43421955badb__file-separation-strategy.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/ai-chat-copilot/claude__43421955badb__file-separation-strategy.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/ai-chat-copilot/claude__43421955badb__file-separation-strategy.md,skip-already-copied
support-file-separation-strategy,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/support-file-separation-strategy/backup__43421955badb__file-separation-strategy.md,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__43421955badb__file-separation-strategy.md,skip-already-copied
docs-file-separation-strategy,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/docs-file-separation-strategy/old-new-folder__43421955badb__file-separation-strategy.md,skip-already-copied
docs-file-separation-strategy,old-new-folder,New folder/claude_reorg_backup_20262808/.ai/architecture/FILE_SEPARATION_STRATEGY.md,_MERGE_LAB/features/docs-file-separation-strategy/old-new-folder__f7d2a32f4015__file-separation-strategy.md,skip-already-copied
support-frontend-architecture,codex-or-ai-workspace,.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/support-frontend-architecture/codex-or-ai-workspace__d4053a593116__frontend-architecture.md,skip-already-copied
docs-frontend-architecture,claude,.claude/worktrees/eloquent-galileo-bc5c5f/.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/docs-frontend-architecture/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
support-frontend-architecture,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/support-frontend-architecture/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
docs-frontend-architecture,claude,.claude/worktrees/gracious-cerf-f4774a/.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/docs-frontend-architecture/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
support-frontend-architecture,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/support-frontend-architecture/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
docs-frontend-architecture,claude,.claude/worktrees/infallible-keller-4bb4ef/.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/docs-frontend-architecture/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
support-frontend-architecture,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/support-frontend-architecture/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/ai-chat-copilot/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/ai-chat-copilot/claude__36c7af33a2a5__frontend-architecture.md,skip-already-copied
support-frontend-architecture,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/.ai_backup/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/support-frontend-architecture/backup__36c7af33a2a5__frontend-architecture.md,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__36c7af33a2a5__frontend-architecture.md,skip-already-copied
docs-frontend-architecture,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/docs-frontend-architecture/old-new-folder__36c7af33a2a5__frontend-architecture.md,skip-already-copied
docs-frontend-architecture,old-new-folder,New folder/claude_reorg_backup_20262808/.ai/architecture/FRONTEND_ARCHITECTURE.md,_MERGE_LAB/features/docs-frontend-architecture/old-new-folder__d7cf6a0a13e1__frontend-architecture.md,skip-already-copied
